ID,PS1,PS2,PS3,PS4,PS5,PS6,PS7,PS8,PS9,SMUT1,SMUT2,SMUT3,SMUT4,SMUT5,SMUT6,SMUT7,SMUT8,SMUT9,OSC1,OSC2,OSC3,OSC4,OSC5,OSC6,VONP 1,VONP2,VONP3,VONP4,VONP5,VONP6,VONP7,VONP8,VOFP1,VOFP2,VOFP3,VOFP4,VOFP5,VOFP6,VOFP7,PLT1,PLT2,PLT3,PLT4,PLT5,PLT6,PLT7,Gender,Age,MS,RL,PI,Education Level,ED,COO
116,4,3,3,3,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,5,4,5,3
117,4,4,4,4,4,4,4,4,4,2,1,2,2,4,2,2,2,2,2,2,3,4,2,2,2,4,2,4,4,5,4,5,4,4,4,4,5,4,5,4,5,4,4,4,5,4,1,1,1,1,7,4,5,3
118,4,4,4,4,4,4,4,4,4,2,1,2,2,4,2,2,2,2,2,2,3,4,2,2,2,4,2,4,4,5,4,5,4,4,4,4,5,4,5,4,5,4,4,4,5,4,1,1,1,1,7,4,5,3
119,5,4,4,4,5,3,4,4,5,2,1,1,1,1,2,2,1,2,1,1,2,2,2,3,2,3,3,3,3,3,3,2,2,2,2,1,3,3,2,3,2,2,2,3,4,2,1,1,1,1,1,5,5,3
120,5,5,5,5,5,5,5,5,5,4,2,3,2,2,5,4,5,5,3,2,2,2,2,2,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,3,4,4,3,5,3,4,2,1,1,1,7,4,5,3
121,2,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,3,2,2,3,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,3,3,1,1,1,1,1,4,5,3
122,5,2,2,3,3,3,5,4,2,3,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,7,4,5,3
123,2,2,2,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,2,2,3,2,2,3,2,2,2,2,2,2,3,2,2,2,3,3,2,3,3,3,2,1,1,1,1,3,5,5,3
124,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,3,1,1,2,10,3
125,5,4,5,5,5,4,5,4,4,3,1,1,1,1,2,2,2,1,1,1,2,1,2,1,3,5,5,5,4,4,4,4,1,1,1,1,1,1,1,2,2,2,3,2,4,3,1,1,1,1,7,5,5,3
126,4,1,2,2,2,1,2,2,2,2,1,1,1,1,2,2,3,2,2,1,1,1,1,1,3,4,3,3,4,4,3,4,3,4,2,4,5,1,3,2,2,2,2,2,4,2,1,1,1,1,4,4,5,3
127,4,4,4,4,4,4,4,4,4,4,2,2,2,2,4,4,3,4,4,3,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,4,5,3
128,5,5,5,5,5,5,5,5,5,4,2,2,2,2,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,2,2,2,2,2,2,1,2,1,7,3,4,1,1
129,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,2,5,8,3
130,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,5,5,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,7,5,5,3
131,4,3,3,2,3,4,4,2,2,4,2,2,2,2,2,2,4,2,3,3,2,2,3,2,4,4,4,4,4,4,4,4,2,4,2,4,4,1,2,2,2,2,2,3,2,2,1,1,1,1,3,4,5,3
132,1,3,3,3,3,2,2,3,3,3,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,4,2,4,4,4,2,1,1,1,1,6,5,3,3
133,5,4,3,4,4,4,4,4,3,3,1,2,2,3,5,2,5,3,2,1,2,2,2,1,3,4,4,4,4,4,5,4,4,4,4,4,4,4,4,3,3,3,2,2,2,3,1,1,1,1,7,4,3,3
134,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3
135,4,2,4,2,2,2,3,2,2,5,2,2,2,2,5,5,5,5,2,4,4,2,4,2,5,5,4,5,4,5,5,5,4,5,5,5,5,4,5,2,3,2,3,4,3,2,1,1,1,1,1,4,5,3
136,4,2,2,2,3,3,1,3,2,2,1,3,1,4,1,3,2,2,2,3,3,2,2,2,3,4,4,4,4,4,4,1,4,4,1,3,3,4,4,3,3,4,4,3,3,4,1,1,1,1,7,5,5,3
137,5,1,3,3,5,3,5,5,3,3,1,1,1,1,1,2,2,1,2,2,3,1,1,2,2,3,3,2,2,3,4,5,3,3,3,3,3,2,2,3,3,1,2,3,3,1,1,1,1,1,2,4,5,3
138,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,7,4,5,3
139,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,7,4,5,3
140,2,2,2,2,2,2,3,2,2,4,2,2,3,2,3,3,4,2,1,1,1,1,3,1,4,4,4,4,2,4,4,4,2,4,4,4,4,3,4,1,1,1,1,1,1,1,1,1,1,1,7,4,5,3
141,3,2,2,3,3,3,3,2,2,3,1,2,2,4,4,3,3,4,3,2,1,1,2,3,2,2,3,2,3,2,3,2,2,2,3,3,2,2,2,3,3,3,3,3,3,2,1,1,1,1,7,4,5,3
142,4,5,5,5,5,5,4,5,5,3,3,3,3,2,3,2,2,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,1,1,3,1,1,3,1,1,1,1,1,5,8,3
143,3,3,3,3,3,3,3,3,3,3,1,3,1,1,3,3,3,3,1,1,1,1,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,1,1,1,1,2,4,3,3
144,3,2,3,3,3,3,3,2,2,2,2,3,2,2,3,2,3,2,1,1,3,2,2,2,2,2,3,2,2,3,3,3,3,2,3,1,3,3,1,3,2,3,2,1,3,2,1,1,1,1,7,4,5,3
145,3,3,2,3,2,3,3,2,2,2,3,2,3,1,3,3,2,3,2,3,3,2,2,3,2,3,2,2,2,2,2,2,2,2,3,1,3,2,1,2,2,3,2,3,2,2,1,1,1,1,7,4,5,3
146,4,4,4,4,3,4,4,4,4,4,1,1,2,1,3,3,2,3,1,2,2,2,2,2,2,3,2,3,2,2,1,2,1,1,2,1,3,1,1,3,3,2,3,3,3,2,1,1,1,1,7,5,5,3
147,5,4,4,4,4,5,4,3,4,2,2,2,3,2,3,2,3,3,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,4,3,2,2,3,2,2,1,1,1,2,4,5,3
148,3,4,4,4,4,4,4,4,4,4,2,3,3,3,4,3,3,3,3,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,3,2,2,2,3,2,1,1,1,7,4,5,3
149,5,5,5,5,5,5,5,5,5,3,2,2,2,2,3,4,4,4,2,2,2,1,3,1,3,4,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,7,4,5,3
150,4,4,4,3,2,4,4,3,3,3,2,2,1,1,1,1,1,1,2,1,1,1,3,1,3,4,3,2,5,5,1,5,5,5,5,5,5,5,5,5,4,3,3,4,5,3,1,1,1,1,5,4,5,3
151,5,4,2,4,3,4,3,3,2,4,4,2,2,2,2,2,3,3,1,1,1,1,2,1,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,5,3,3
152,5,5,5,4,4,4,5,3,4,3,2,2,2,2,3,3,5,5,2,2,2,2,2,3,3,5,5,5,5,5,5,5,3,5,5,5,5,5,5,2,3,3,3,3,3,3,1,1,1,1,7,5,5,3
153,4,3,3,4,4,3,4,3,4,4,2,2,4,2,4,4,2,4,2,2,2,2,2,2,4,4,4,4,4,4,2,4,4,4,4,2,2,4,4,5,3,3,3,2,5,3,2,4,1,2,3,4,1,1
154,4,5,4,4,4,4,4,4,4,2,1,2,2,1,2,1,1,2,2,1,4,1,2,1,2,4,5,1,2,2,2,1,2,2,1,5,4,2,2,4,2,2,1,2,4,4,2,1,1,1,7,4,5,3
155,2,2,2,2,3,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,3
156,1,1,3,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3
157,3,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,3,3,4,3,3,2,3,4,3,3,3,2,4,2,2,2,2,4,2,1,1,1,7,4,5,3
158,4,2,3,3,2,2,2,3,3,2,2,2,2,2,2,2,5,4,3,2,3,2,3,2,4,4,4,4,4,4,4,4,4,4,2,3,4,4,3,3,3,2,3,3,2,3,1,1,1,1,7,4,5,3
159,2,2,2,2,2,1,1,2,2,1,2,2,1,1,2,2,2,1,1,1,1,2,2,2,2,2,1,2,2,2,1,1,1,1,1,2,2,1,2,1,1,2,2,1,2,2,1,1,1,1,1,4,5,3
160,3,2,3,3,3,3,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
161,2,2,3,2,2,3,2,2,3,2,1,1,1,1,2,2,3,2,2,2,2,2,2,2,2,3,2,3,3,3,2,2,2,2,2,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,4,5,3
162,5,5,5,5,5,4,5,5,5,5,2,2,2,2,3,3,5,4,2,3,3,2,3,2,3,2,2,4,2,2,3,3,2,2,2,2,2,2,2,3,2,3,3,3,3,2,1,3,3,2,7,4,1,1
163,5,5,4,5,5,5,5,5,5,4,2,2,2,2,2,3,4,2,2,2,2,2,3,2,3,5,5,5,5,5,5,5,3,1,2,1,2,3,1,4,3,2,3,3,4,3,1,1,1,7,7,5,1,3
164,4,2,3,3,4,4,2,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,3,3,3,3,3,3,3,4,4,2,4,4,4,2,2,3,3,3,3,3,1,1,1,1,1,4,5,3
165,3,2,1,2,1,2,3,2,2,2,1,1,1,1,2,2,1,2,2,2,3,2,2,2,3,3,3,3,3,3,3,3,3,3,2,3,3,2,4,2,1,2,2,2,2,3,1,1,1,1,2,4,5,3
166,3,2,1,2,1,2,3,2,2,2,1,1,1,1,2,2,1,2,2,2,3,2,2,2,3,3,3,3,3,3,3,3,3,3,2,3,3,2,4,2,1,2,2,2,2,3,1,1,1,1,2,4,5,3
167,2,2,4,2,2,4,4,2,2,2,5,2,2,1,2,2,2,2,2,2,4,2,2,2,2,2,4,2,4,2,2,2,5,4,4,2,4,4,2,2,2,2,4,4,4,4,1,1,1,1,1,4,5,3
168,4,4,4,4,4,4,4,4,1,4,3,3,3,3,3,1,4,4,4,4,1,1,4,1,4,4,4,4,4,3,4,4,4,4,4,4,4,1,4,2,2,2,2,2,2,4,1,1,1,1,7,4,5,3
169,4,4,4,4,4,4,4,4,4,3,2,2,2,2,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,2,2,2,2,2,2,2,1,1,1,1,7,5,5,3
170,5,5,5,5,5,5,5,4,2,5,5,5,5,5,5,5,5,5,2,2,2,2,3,2,5,4,5,4,5,5,5,5,5,5,5,4,5,5,5,4,2,2,2,2,4,2,2,3,2,2,3,4,1,1
171,3,2,2,3,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,2,3,2,3,3,3,3,2,3,2,3,3,3,3,3,3,1,1,3,1,3,5,1,3
172,4,3,3,4,4,4,5,4,3,2,1,1,1,1,1,1,4,4,2,2,1,1,1,1,4,2,3,3,3,3,4,4,4,5,2,2,2,3,3,2,2,2,2,2,3,3,2,1,1,1,7,5,5,2
173,5,5,5,5,5,5,5,5,5,2,2,2,2,2,4,2,5,4,3,4,3,2,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,3,2,3,4,2,3,4,2,3,7,4,7,5,1,2
174,3,3,4,5,3,2,4,4,4,4,4,3,4,2,4,4,2,2,2,2,2,2,2,2,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,3,2,4,3,4,4,4,1,1,1,1,7,4,5,2
175,4,3,3,4,3,3,3,4,4,1,1,2,2,2,1,1,2,1,2,2,2,2,2,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,1,2,1,1,7,5,5,2
176,5,4,5,5,5,5,5,3,3,1,1,1,1,2,2,1,2,1,2,2,2,1,2,2,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,4,4,4,4,4,4,4,2,2,1,2,1,5,2,2
177,2,2,3,3,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,4,4,2,4,4,2,4,4,4,4,4,4,2,4,1,3,3,3,3,2,4,1,2,7,7,4,6,10,2
178,5,5,5,5,3,4,5,5,5,3,2,2,2,3,4,5,5,5,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,2,2,2,3,2,2,1,1,2,3,1,1,5,1,3
179,5,3,4,3,3,3,4,3,3,2,2,1,1,2,3,2,3,2,1,1,1,1,1,1,3,5,5,5,5,5,5,5,5,5,2,5,5,5,5,3,4,2,2,3,4,3,1,1,1,1,7,4,1,2
180,5,5,3,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,2,5,5,3,2,1,1,1,1,5,1,3
181,4,4,2,3,3,2,4,4,4,4,2,2,2,4,2,2,3,2,3,2,2,2,3,2,4,2,2,2,4,2,2,4,2,4,4,4,2,4,4,5,4,2,2,3,5,2,2,4,3,2,3,4,2,1
182,4,2,3,3,3,4,4,4,4,5,1,2,1,1,4,3,5,4,2,2,2,2,2,2,4,4,3,3,4,4,4,5,5,5,5,3,5,5,4,3,2,2,2,3,3,2,1,3,3,6,2,5,3,1
183,5,3,5,5,5,5,5,5,5,5,5,2,2,2,2,4,5,5,2,2,1,1,1,1,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,2,1,1,1,1,2,1,2,4,3,2,7,4,3,1
184,4,4,4,3,2,4,4,3,3,3,2,2,1,1,1,1,1,1,2,1,1,1,3,1,3,4,3,2,5,5,1,5,5,5,5,5,5,5,5,5,4,3,3,4,5,3,1,1,1,1,5,4,5,3
185,1,1,1,3,4,4,4,1,1,4,2,4,2,4,2,2,4,2,2,4,1,1,2,2,4,4,4,2,4,4,2,4,4,4,2,4,4,4,4,5,4,4,4,4,5,5,2,2,3,1,3,5,1,1
186,5,4,2,4,3,4,3,2,1,5,5,5,5,5,5,5,5,5,2,3,2,2,3,2,4,5,5,5,5,5,5,5,5,5,5,5,5,2,5,3,2,3,3,4,3,3,1,4,1,2,5,4,1,1
187,5,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,4,4,4,2,4,4,4,4,4,4,4,3,4,3,4,2,2,2,2,2,2,2,1,2,3,2,5,5,1,1
188,4,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,3,2,2,2,2,3,2,3,3,3,3,3,3,2,2,2,2,3,3,2,2,5,3,7,2,4,6,1
189,1,1,1,1,1,2,4,2,1,4,2,1,1,4,3,1,3,3,1,1,1,1,1,1,2,1,2,1,3,3,3,3,5,5,5,2,3,1,3,5,4,2,3,2,5,3,2,3,4,6,1,4,1,1
190,4,4,4,4,4,4,4,4,4,3,3,2,3,3,4,4,4,4,1,1,1,1,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,2,5,3,1,2,5,1,1
191,2,2,3,3,3,4,5,4,3,4,4,5,4,3,5,4,5,5,2,3,2,1,2,2,3,5,5,4,5,4,5,5,5,5,5,5,5,5,3,2,2,1,1,2,3,1,2,2,3,1,7,6,1,1
192,5,5,5,5,3,5,5,5,5,2,2,2,1,1,3,2,4,5,2,2,3,2,2,2,5,5,3,1,1,1,4,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,3,1,7,6,1,1
193,1,1,2,1,3,2,2,2,2,4,2,3,2,2,4,4,5,4,2,2,1,1,2,1,2,5,2,3,3,5,4,4,5,5,4,3,4,2,4,3,2,1,1,2,3,1,1,2,1,7,1,5,8,1
194,1,2,2,2,2,2,3,2,2,3,2,1,1,1,2,2,2,2,1,2,2,2,2,1,4,1,1,2,4,4,2,4,4,4,2,1,2,1,2,5,2,1,5,3,4,2,2,4,4,7,1,7,2,1
195,5,3,3,3,3,3,4,4,4,5,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,4,4,4,4,5,5,5,1,2,3,5,4,4,2,2,3,5,4,2,4,3,6,2,6,1,1
196,4,2,2,3,2,3,3,3,3,4,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,3,2,3,3,3,3,4,4,4,4,4,4,4,3,2,2,2,2,3,3,2,2,3,2,2,5,1,1
197,4,2,2,3,3,2,3,2,2,1,1,2,1,2,2,2,3,2,2,1,1,1,2,2,2,3,3,2,4,4,4,4,4,4,4,4,4,2,5,2,2,2,2,2,2,2,1,2,7,7,7,4,1,2
198,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,7,7,4,1,1
199,5,2,2,2,3,2,4,2,2,2,2,2,3,2,2,2,2,2,1,2,1,2,2,2,2,2,3,2,4,5,2,3,4,4,4,4,4,2,2,4,3,3,3,3,3,3,1,3,3,1,3,5,3,1
200,3,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,2,1,2,2,1,2,1,2,2,1,2,2,1,1,2,2,1,2,3,2,3,2,2,2,3,2,7,4,1,2
201,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,1,7,2,2
202,5,4,4,4,4,4,5,4,4,5,4,4,4,4,4,4,4,4,4,3,4,3,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,2,2,2,5,2,1,5,3,3,3,5,6,2
203,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,3,3,3,3,3,1,2,3,2,3,2,3,3,1,3,4,4,4,2,2,5,4,1,3,1,1,3,6,1,2
204,5,3,3,4,4,4,5,5,5,3,2,2,2,2,2,3,5,5,4,3,4,2,2,2,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,1,3,3,1,5,1,1
205,5,2,3,2,1,4,5,3,1,5,1,1,1,1,1,1,5,4,2,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,1,1,1,1,3,2,2,5,3,2,5,6,6,1
206,4,2,2,2,3,2,2,2,2,4,4,4,4,4,4,4,4,4,3,2,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,2,2,2,2,2,2,2,4,3,2,3,4,1,1
207,4,2,4,2,4,4,4,1,1,4,2,1,2,4,4,1,2,1,1,1,1,1,1,1,5,5,5,5,5,1,5,5,5,5,5,5,1,5,5,4,2,1,1,2,4,2,1,3,3,6,3,5,1,1
208,1,1,1,2,2,2,2,2,2,4,4,1,5,1,2,2,2,1,1,2,2,2,4,1,2,2,3,2,2,2,2,2,1,4,2,2,2,2,4,2,2,2,2,2,2,2,2,4,2,8,3,4,3,1
209,5,2,2,4,2,4,3,2,2,2,4,2,2,2,2,2,4,4,1,1,1,1,1,1,4,4,2,4,4,4,4,4,4,4,4,4,4,2,4,3,5,3,2,3,3,4,1,1,1,2,7,4,1,1
210,4,4,4,4,4,4,4,4,4,5,5,2,4,4,4,4,5,5,3,2,4,4,2,2,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,3,4,5,2,3,7,7,7,3,1,1
211,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,1,3,7,6,7,4,5,1
212,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,1,2,1,7,3,5,1,1
213,4,4,4,4,4,4,4,4,4,5,5,2,2,2,2,2,2,4,3,2,2,1,2,2,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,3,3,2,3,3,3,4,2,2,3,7,7,4,10,2
214,5,4,4,5,5,5,5,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,2,4,4,2,1,2,1,6,2,6,1,1
215,2,1,2,3,2,2,2,3,3,4,1,2,2,2,2,4,5,3,1,2,2,1,2,1,4,4,5,3,2,4,4,5,4,2,2,4,2,4,2,1,1,1,2,1,1,3,1,1,1,4,7,5,5,1
216,4,3,3,4,3,3,3,3,3,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,3,2,1,4,1,7,3,2,2,1
217,5,5,3,5,5,5,5,5,5,3,2,2,2,2,2,2,4,2,2,2,2,2,3,2,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,3,2,2,2,3,3,2,2,2,1,3,7,6,1,1
218,1,1,2,2,2,2,2,1,1,3,2,2,2,1,2,2,3,2,2,2,2,1,2,2,2,3,2,2,3,4,2,4,4,4,2,3,3,1,2,3,3,1,1,3,3,3,2,3,5,7,2,5,1,1
219,5,3,2,4,2,1,5,4,3,4,5,5,5,1,5,5,5,4,3,4,2,3,4,2,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,3,2,4,2,2,3,4,2,1,1,1,7,5,5,1
220,5,3,5,5,5,5,5,2,2,4,1,1,1,4,1,1,5,5,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,2,2,5,3,1,2,1,2,1,5,8,1
221,4,4,4,4,4,4,4,4,4,4,2,3,2,2,3,4,4,4,3,2,2,2,3,3,4,4,4,4,4,4,3,4,4,4,4,2,4,5,5,2,2,2,2,2,2,2,2,3,3,7,7,6,1,1
222,5,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,5,4,1,1,1,4,1,2,2,2,3,3,1,5,4,1,2
223,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,3,3,3,3,3,3,3,2,6,7,1,7,4,1,2
224,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,2,1,3,3,1,7,7,10,2
225,1,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,2,2,3,2,2,3,2,1,2,3,1,5,4,1,2
226,4,3,3,4,4,2,4,3,2,2,2,2,2,2,2,2,4,2,2,2,2,2,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,3,3,3,3,3,1,2,3,1,7,7,1,2
227,2,2,2,2,2,1,1,1,1,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,3,2,2,2,3,3,2,2,2,2,2,1,1,1,3,2,2,2,2,2,3,2,3,3,2,7,7,3,2
228,4,4,4,4,4,4,5,2,2,2,1,2,1,4,1,1,2,1,2,2,2,2,2,2,4,4,2,2,4,4,2,2,4,5,2,4,5,4,2,3,2,2,3,3,4,4,2,2,3,4,1,5,1,2
229,5,3,3,5,3,1,3,3,3,2,2,1,1,3,1,3,3,1,2,2,1,1,2,1,1,3,3,2,5,4,3,5,5,5,5,5,5,5,5,1,1,2,1,2,1,2,2,1,1,1,7,4,5,2
230,5,5,5,5,5,5,5,3,1,5,5,5,5,1,5,5,5,5,2,2,3,2,3,3,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,3,3,2,2,2,3,3,1,3,3,7,2,6,1,1
231,5,5,5,5,5,5,2,5,5,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,1,1,7,7,8,2
232,2,2,2,3,2,2,2,2,2,1,1,1,1,2,2,1,3,1,2,2,2,2,2,3,2,2,2,2,1,2,2,4,2,4,2,3,2,2,2,4,3,2,2,2,4,2,2,2,3,1,7,5,5,1
233,4,3,4,4,2,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,2,4,4,2,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,1,7,2,4,1,1
234,3,2,3,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,4,1,1
235,5,2,5,4,3,3,3,2,2,5,2,2,2,2,3,5,5,5,3,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,1,1,1,1,1,2,2,1,2,3,1,7,4,1,1
236,3,2,3,3,3,3,3,3,3,4,2,2,2,2,2,2,3,5,2,2,2,2,2,2,3,4,4,4,4,2,4,4,3,4,2,2,2,4,4,4,4,5,5,3,4,5,1,3,1,7,7,5,1,2
237,1,2,1,2,2,3,3,3,3,4,3,2,3,5,2,2,5,2,1,1,1,1,3,3,5,1,5,5,3,5,5,5,3,5,2,3,5,5,3,5,2,1,1,3,5,1,1,3,2,6,3,6,3,1
238,4,2,2,4,3,3,3,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,2,3,4,2,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,5,5,2
239,5,5,5,5,5,5,5,5,5,4,2,4,1,1,1,1,5,2,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,2,1,2,5,3,1,2,3,2,7,6,1,1
